Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
330224,HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,Not Available,Not Available,Not Available,4.7,15,Not Available,Not Available,Not Available,Not Available,Not Available,0.359,Not Available,5 out of 10,5 out of 10,4 out of 10,Not Available,7 out of 10,4 out of 10,0 out of 10,6 out of 10,7 out of 10,0 out of 10,2 out of 10,9 out of 10,5 out of 10,Not Available,Not Available,Not Available,0.86078,Not Available,Not Available,5 out of 10,7 out of 10,17.1428571429,21.4285714286,Not Available,2.8571428571,41.4285714286,$390 ,$172 ,"$2,229 ",$435 ,"$2,806 ",$111 ,"$1,241 ",1.01,"50,558"
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,19.2,19.5,21.1,4.4,19.9,0.211,2.613,1.534,1.327,1.101,0.810,19829,0 out of 10,4 out of 10,7 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,8 out of 10,0 out of 10,6 out of 10,Not Available,0 out of 10,0.89281,0 out of 10,0 out of 10,8 out of 10,9 out of 10,11.4,6.9,13.5,12,43.8,"$1,087 ",$84 ,"$1,495 ",$631 ,"$2,245 ",$100 ,$787 ,0.88,"58,266"
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,Not Available,19.2,24,4.7,17.1,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,Not Available,0 out of 10,7 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,8 out of 10,Not Available,0 out of 10,0.88724,0 out of 10,10 out of 10,0 out of 10,5 out of 10,8.4444444444,9.3,11,10,38.7444444444,$848 ,$59 ,"$1,615 ",$474 ,"$3,672 ",$62 ,$905 ,0.92,"36,106"
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,Not Available,22.5,24.6,Not Available,20.8,0.184,1.659,0.840,0.000,0.497,0.340,19544,10 out of 10,2 out of 10,0 out of 10,Not Available,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,Not Available,Not Available,0.88586,0 out of 10,3 out of 10,0 out of 10,0 out of 10,7.3333333333,3,27,6,43.3333333333,$623 ,$55 ,"$3,031 ",$675 ,"$2,785 ",$68 ,$821 ,0.92,"50,291"
330232,ST MARY'S HOSPITAL ( TROY ),1300 MASSACHUSETTS AVENUE,TROY,NY,12180,RENSSELAER,21.7,19.8,22.4,6.5,17.8,0.000,1.043,0.752,Not Available,0.000,0.504,21044,0 out of 10,0 out of 10,10 out of 10,Not Available,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,7 out of 10,Not Available,0 out of 10,0.88998,10 out of 10,5 out of 10,0 out of 10,0 out of 10,7.5555555556,4.5,19.5,12,43.5555555556,$428 ,$177 ,"$1,756 ",$451 ,"$1,911 ",$71 ,$930 ,0.89,"43,270"
330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,20,25.7,26.3,Not Available,20.6,1.293,2.789,0.979,0.929,5.520,0.436,22663,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,8 out of 10,0.88998,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2.2,4.5,18,0,24.7,$521 ,$25 ,"$2,678 ",$618 ,"$3,628 ",$87 ,"$1,129 ",1.00,"27,911"
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,18,25.1,24.1,5.9,18.3,0.331,1.388,1.646,3.250,0.758,0.786,25282,2 out of 10,1 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,10 out of 10,0 out of 10,0.8839,0 out of 10,10 out of 10,8 out of 10,10 out of 10,10.1818181818,1.8,9.6,0,21.5818181818,$729 ,$38 ,"$3,686 ",$704 ,"$2,912 ",$163 ,"$1,346 ",1.10,"88,432"
330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,23.3,21.9,19.2,5.1,16.2,0.000,Not Available,0.000,Not Available,0.969,1.130,18083,4 out of 10,10 out of 10,0 out of 10,Not Available,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,4 out of 10,10 out of 10,8 out of 10,0.90537,0 out of 10,0 out of 10,10 out of 10,0 out of 10,14,7.2,28.5,12,61.7,$947 ,$37 ,"$1,348 ",$260 ,"$3,039 ",$70 ,$725 ,0.90,"45,135"
330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,23,24.4,26.1,9,21.4,0.358,1.961,0.374,0.282,0.763,0.818,22268,0 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,6 out of 10,0.88185,0 out of 10,3 out of 10,3 out of 10,1 out of 10,5.0909090909,5.1,18.6,0,28.7909090909,$742 ,$51 ,"$2,848 ",$437 ,"$2,588 ",$103 ,"$1,520 ",1.01,"81,331"
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,Not Available,19.6,22.4,5.6,15.9,Not Available,Not Available,Not Available,Not Available,Not Available,1.009,Not Available,0 out of 10,0 out of 10,6 out of 10,Not Available,2 out of 10,2 out of 10,0 out of 10,3 out of 10,0 out of 10,3 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0.87988,10 out of 10,0 out of 10,0 out of 10,0 out of 10,6.2222222222,9,9,16,40.2222222222,$538 ,$80 ,"$1,340 ",$522 ,"$2,062 ",$75 ,$630 ,0.84,"44,691"
330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,21.4,18,20.8,7.5,17.1,0.762,3.411,0.970,Not Available,2.271,0.846,20355,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,10 out of 10,4 out of 10,0.87918,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0.6666666667,4.8,18.6,6,30.0666666667,$661 ,$67 ,"$2,323 ",$506 ,"$3,138 ",$126 ,$773 ,0.95,"35,340"
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NEW YORK,Not Available,19,22,Not Available,15.6,0.000,0.468,2.871,Not Available,0.000,0.341,Not Available,10 out of 10,0 out of 10,0 out of 10,Not Available,5 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.87853,7 out of 10,10 out of 10,0 out of 10,10 out of 10,12,1.2,30,8,51.2,$445 ,$27 ,"$3,319 ",$569 ,"$2,280 ",$54 ,$909 ,0.95,"40,080"
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,16.8,22.7,24.8,4.3,20.2,0.339,1.382,0.806,0.748,0.832,1.082,22285,0 out of 10,0 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0.90999,0 out of 10,0 out of 10,5 out of 10,6 out of 10,4.3636363636,5.7,16.8,2,28.8636363636,$757 ,$45 ,"$2,592 ",$733 ,"$2,503 ",$149 ,$970 ,0.99,"23,759"
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,17.1,23.1,24.8,5.3,20.2,0.625,0.856,2.238,Not Available,1.893,2.154,22834,7 out of 10,7 out of 10,4 out of 10,5 out of 10,0 out of 10,6 out of 10,0 out of 10,4 out of 10,4 out of 10,2 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,5 out of 10,0 out of 10,0.90601,2 out of 10,0 out of 10,5 out of 10,0 out of 10,7.0909090909,11.1,13.2,2,33.3909090909,$432 ,$33 ,"$1,666 ",$379 ,"$4,139 ",$73 ,$951 ,0.98,"32,334"
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,19.9,20.7,24.5,7.4,16.7,1.447,0.592,0.000,Not Available,1.506,1.004,21048,8 out of 10,8 out of 10,9 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,4 out of 10,1 out of 10,10 out of 10,10 out of 10,0 out of 10,0.89273,6 out of 10,10 out of 10,10 out of 10,10 out of 10,18.2222222222,6.3,9.6,0,34.1222222222,"$1,054 ",$64 ,"$2,337 ",$341 ,"$3,134 ",$92 ,"$1,145 ",1.03,"101,591"
330249,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,5 out of 10,8 out of 10,9 out of 10,Not Available,10 out of 10,9 out of 10,4 out of 10,6 out of 10,9 out of 10,9 out of 10,6 out of 10,10 out of 10,8 out of 10,4 out of 10,Not Available,Not Available,0.8916,0 out of 10,0 out of 10,10 out of 10,8 out of 10,12,24.3,22.5,18,76.8,$248 ,$44 ,$712 ,$363 ,"$2,453 ",$167 ,$727 ,0.82,"50,724"
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,20.8,17.9,21.5,5.4,17.2,1.080,0.707,3.115,Not Available,1.167,0.791,20499,5 out of 10,1 out of 10,6 out of 10,0 out of 10,6 out of 10,1 out of 10,0 out of 10,1 out of 10,5 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,4 out of 10,3 out of 10,2 out of 10,0.88034,0 out of 10,6 out of 10,3 out of 10,3 out of 10,8.1818181818,7.5,3.6,6,25.2818181818,$512 ,$80 ,"$1,473 ",$772 ,"$2,357 ",$101 ,$727 ,0.93,"42,031"
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,24.2,25.4,26.1,5.7,19.7,0.000,1.241,0.859,Not Available,1.888,1.588,22796,2 out of 10,0 out of 10,7 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,10 out of 10,0 out of 10,0 out of 10,0.8713,5 out of 10,5 out of 10,0 out of 10,8 out of 10,10.8888888889,7.5,10.8,2,31.1888888889,$984 ,$157 ,"$3,500 ",$599 ,"$3,990 ",$138 ,"$1,470 ",1.08,"112,071"
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,20,21.5,20.5,4.3,16.8,1.241,0.987,Not Available,Not Available,0.306,0.615,21850,10 out of 10,4 out of 10,7 out of 10,Not Available,8 out of 10,6 out of 10,1 out of 10,5 out of 10,7 out of 10,5 out of 10,1 out of 10,8 out of 10,4 out of 10,10 out of 10,Not Available,0 out of 10,0.91286,4 out of 10,4 out of 10,7 out of 10,10 out of 10,15.5555555556,17.7,9.75,0,43.0055555556,$749 ,$81 ,"$2,372 ",$513 ,"$3,990 ",$66 ,"$1,137 ",1.02,"86,347"
330263,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,Not Available,20.4,21.7,Not Available,16.1,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,0 out of 10,Not Available,Not Available,Not Available,Not Available,1 out of 10,0 out of 10,3 out of 10,0 out of 10,4 out of 10,3 out of 10,10 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.88431,0 out of 10,0 out of 10,Not Available,0 out of 10,0,15,Not Available,28.5714285714,43.5714285714,$169 ,$37 ,"$1,250 ",$273 ,"$1,593 ",$82 ,$614 ,N/A,"42,094"
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,21,19.5,26.9,6.5,20.7,0.596,1.389,0.829,Not Available,1.429,1.291,20602,8 out of 10,4 out of 10,6 out of 10,Not Available,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,4 out of 10,8 out of 10,0 out of 10,0.8715,7 out of 10,2 out of 10,2 out of 10,4 out of 10,10.6,4.5,12,0,27.1,$698 ,$62 ,"$2,103 ",$574 ,"$4,019 ",$70 ,"$1,348 ",1.00,"55,352"
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,Not Available,21.3,24.2,4.5,18.3,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,Not Available,10 out of 10,0 out of 10,10 out of 10,Not Available,10 out of 10,3 out of 10,7 out of 10,4 out of 10,0 out of 10,1 out of 10,0 out of 10,9 out of 10,4 out of 10,6 out of 10,Not Available,Not Available,0.87122,0 out of 10,10 out of 10,10 out of 10,10 out of 10,14.6666666667,12.9,13.5,14,55.0666666667,$831 ,$6 ,"$1,570 ",$537 ,"$1,690 ",$47 ,$852 ,0.85,"54,966"
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,23.9,22.5,22.7,6.4,19.2,0.000,0.358,0.000,Not Available,1.095,0.976,21994,7 out of 10,5 out of 10,10 out of 10,Not Available,10 out of 10,6 out of 10,3 out of 10,5 out of 10,6 out of 10,4 out of 10,2 out of 10,6 out of 10,3 out of 10,10 out of 10,2 out of 10,2 out of 10,0.89659,7 out of 10,7 out of 10,10 out of 10,8 out of 10,16.8888888889,16.8,13.2,0,46.8888888889,$639 ,$46 ,"$1,890 ",$529 ,"$5,927 ",$42 ,"$1,277 ",1.06,"108,723"
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,Not Available,18.1,20.8,Not Available,15,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,10 out of 10,0 out of 10,1 out of 10,Not Available,Not Available,0.88807,0 out of 10,0 out of 10,Not Available,Not Available,Not Available,7.125,18.75,15,40.875,"$1,081 ",$337 ,"$1,512 ",$570 ,"$1,465 ",$115 ,$632 ,0.87,"23,043"
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,Not Available,Not Available,Not Available,3.9,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,1.034,Not Available,8 out of 10,10 out of 10,10 out of 10,Not Available,9 out of 10,6 out of 10,3 out of 10,5 out of 10,7 out of 10,4 out of 10,3 out of 10,10 out of 10,10 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 out of 10,8 out of 10,23.8095238095,29.1428571429,Not Available,2.8571428571,55.8095238095,"$1,969 ",$0 ,"$3,243 ",$194 ,"$2,315 ",$97 ,$795 ,1.00,"113,800"
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,21.5,22.1,26.4,5.8,17.5,Not Available,0.000,1.209,Not Available,0.000,1.188,26850,10 out of 10,10 out of 10,8 out of 10,Not Available,9 out of 10,8 out of 10,4 out of 10,4 out of 10,10 out of 10,8 out of 10,2 out of 10,8 out of 10,6 out of 10,8 out of 10,8 out of 10,0 out of 10,0.88395,3 out of 10,4 out of 10,7 out of 10,8 out of 10,15.1111111111,21,15,0,51.1111111111,$742 ,$61 ,"$1,471 ",$446 ,"$4,495 ",$73 ,"$1,281 ",1.00,"94,768"
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,23.6,22.3,21.5,7.9,20.2,Not Available,0.000,Not Available,Not Available,Not Available,0.191,18525,3 out of 10,0 out of 10,0 out of 10,Not Available,6 out of 10,4 out of 10,0 out of 10,5 out of 10,6 out of 10,3 out of 10,4 out of 10,7 out of 10,2 out of 10,10 out of 10,Not Available,0 out of 10,0.86343,0 out of 10,0 out of 10,10 out of 10,4 out of 10,11.1111111111,15.3,8,14,48.4111111111,$556 ,$66 ,"$1,207 ",$327 ,"$2,368 ",$111 ,$763 ,0.88,"39,632"
330277,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830,STEUBEN,25.1,18,25.3,4.5,16.1,Not Available,Not Available,0.000,Not Available,Not Available,1.132,21835,10 out of 10,6 out of 10,8 out of 10,Not Available,5 out of 10,2 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,Not Available,7 out of 10,0.87695,0 out of 10,1 out of 10,0 out of 10,5 out of 10,10.2222222222,6.9,17,10,44.1222222222,$529 ,$44 ,"$1,657 ",$568 ,"$3,527 ",$69 ,$841 ,0.90,"44,722"
330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,17.8,21.9,20.3,4.4,15,0.193,0.966,1.386,0.539,1.175,1.385,20705,6 out of 10,10 out of 10,9 out of 10,0 out of 10,8 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,8 out of 10,0 out of 10,0 out of 10,0.89362,6 out of 10,10 out of 10,3 out of 10,8 out of 10,12.9090909091,5.1,12,2,32.0090909091,$715 ,$68 ,"$2,165 ",$526 ,"$3,751 ",$94 ,$966 ,0.99,"44,893"
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,17.3,24,23.2,Not Available,17.7,0.517,1.384,1.348,0.800,0.402,1.006,20644,8 out of 10,10 out of 10,9 out of 10,7 out of 10,9 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,7 out of 10,4 out of 10,10 out of 10,10 out of 10,2 out of 10,0.88611,6 out of 10,10 out of 10,10 out of 10,9 out of 10,18.1818181818,9.3,10.2,10,47.6818181818,$776 ,$70 ,"$2,015 ",$931 ,"$1,683 ",$140 ,$799 ,0.91,N/A
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,17.8,20.6,23.5,7.6,18.7,0.250,4.568,1.816,0.322,0.834,2.170,21769,0 out of 10,3 out of 10,7 out of 10,Not Available,7 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,10 out of 10,10 out of 10,4 out of 10,0.89636,10 out of 10,10 out of 10,1 out of 10,0 out of 10,11.6,3.6,18,0,33.2,$755 ,$65 ,"$1,812 ",$493 ,"$4,563 ",$84 ,"$1,501 ",1.06,"99,994"
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,19.4,20.1,23.3,6.1,18.4,0.618,0.797,0.544,0.000,0.565,0.907,23986,10 out of 10,7 out of 10,10 out of 10,Not Available,10 out of 10,7 out of 10,3 out of 10,2 out of 10,7 out of 10,9 out of 10,0 out of 10,6 out of 10,6 out of 10,8 out of 10,0 out of 10,2 out of 10,0.88224,10 out of 10,0 out of 10,10 out of 10,8 out of 10,17.2,18.3,6.6,0,42.1,$973 ,$93 ,"$2,648 ",$488 ,"$3,910 ",$60 ,"$1,294 ",1.05,"57,212"
330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,KINGS,19.9,24.6,31,6.5,18.8,0.735,1.122,0.202,0.000,0.915,1.191,21450,8 out of 10,7 out of 10,0 out of 10,Not Available,9 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,8 out of 10,10 out of 10,2 out of 10,0.89615,4 out of 10,0 out of 10,0 out of 10,8 out of 10,12,3.3,16.8,2,34.1,$731 ,$77 ,"$2,748 ",$382 ,"$4,304 ",$75 ,"$1,426 ",1.02,"37,030"
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,13.8,18.8,18.7,5.4,14.3,2.210,0.426,2.053,Not Available,0.000,0.533,20239,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,4 out of 10,0 out of 10,6 out of 10,0 out of 10,5 out of 10,0 out of 10,2 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,0.86117,0 out of 10,0 out of 10,7 out of 10,2 out of 10,4.6,10.2,3,12,29.8,$601 ,$79 ,"$2,503 ",$680 ,"$1,892 ",$82 ,$741 ,0.89,"51,505"
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,24.1,23.7,21.5,6.7,17.6,0.000,1.856,0.584,0.978,1.752,1.168,22977,7 out of 10,1 out of 10,5 out of 10,Not Available,6 out of 10,1 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,4 out of 10,0.87328,0 out of 10,2 out of 10,0 out of 10,7 out of 10,6.2222222222,8.4,21,0,35.6222222222,$694 ,$95 ,"$1,863 ",$393 ,"$4,801 ",$101 ,"$1,439 ",1.07,"116,391"
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,22.5,21.2,21.1,6.5,17.6,0.349,3.899,1.804,Not Available,1.127,1.398,25262,0 out of 10,6 out of 10,8 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,10 out of 10,0 out of 10,1 out of 10,0.90135,5 out of 10,0 out of 10,7 out of 10,8 out of 10,13.1111111111,6.6,14.4,2,36.1111111111,$856 ,$86 ,"$1,903 ",$322 ,"$5,755 ",$88 ,"$1,524 ",1.11,"87,906"
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,SUFFOLK,23.1,22.3,23.8,6.6,18.2,0.000,0.725,0.874,Not Available,Not Available,1.126,22448,1 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,1 out of 10,0 out of 10,2 out of 10,3 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,8 out of 10,Not Available,0 out of 10,0.88963,0 out of 10,4 out of 10,0 out of 10,0 out of 10,7.3333333333,7.5,15,6,35.8333333333,$496 ,$42 ,"$1,543 ",$530 ,"$3,887 ",$67 ,"$1,455 ",0.95,"74,487"
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,21.7,24.2,30.4,4.8,20.4,0.212,0.133,0.501,0.368,0.916,0.620,19878,0 out of 10,0 out of 10,1 out of 10,10 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,7 out of 10,6 out of 10,0.86999,0 out of 10,0 out of 10,0 out of 10,2 out of 10,4,4.8,11.4,0,20.2,$717 ,$33 ,"$3,520 ",$989 ,"$1,379 ",$126 ,"$1,189 ",0.97,"47,788"
330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,QUEENS,24.1,25.3,25.7,6.2,23.4,0.246,0.620,0.933,0.754,2.622,1.192,23460,10 out of 10,10 out of 10,5 out of 10,Not Available,6 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,9 out of 10,0 out of 10,0 out of 10,0.88147,10 out of 10,10 out of 10,6 out of 10,8 out of 10,16.4444444444,7.5,12,0,35.9444444444,$665 ,$67 ,"$1,939 ",$422 ,"$5,138 ",$88 ,"$1,294 ",1.03,"69,446"
330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NASSAU,21.1,23.3,21.8,5.9,17.2,0.698,1.404,0.000,Not Available,0.313,1.002,23631,10 out of 10,6 out of 10,1 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,0.85337,0 out of 10,0 out of 10,0 out of 10,8 out of 10,8,8.4,7.2,0,23.6,$844 ,$154 ,"$2,024 ",$440 ,"$5,364 ",$87 ,"$1,327 ",1.08,"85,372"
