Zip,Provider Id,Hospital_Name,Address,lat,lng,Expenditures,OP_6,OP_7,SCIP_INF_3,SCIP_CARD_2,SCIP_VTE_2,SCIP_INF_9,PN_6,HF_1,HF_2,IMM_2,Don't recommend,Recommend,Might recommend,Low rating,Medium rating,High rating,Inc. Cat,Inc Cat,Cost category,Efficiency
62902,140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,37.7279039,-89.2205835,"$19,927",99,100,98,99,99,99,100,93,100,96,3,76,21,6,21,73,1,medium,medium,0.0049
63367,260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,38.80334,-90.776187,"$18,392",100,99,99,100,100,100,97,99,100,100,3,79,18,3,20,77,2,medium,low,0.0054
63368,260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,,,"$17,065",98,95,99,100,99,95,97,100,99,94,2,84,14,3,13,84,2,medium,low,0.0057
24333,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,36.6730314,-80.9233403,"$16,569",95,90,100,100,95,100,96,93,100,99,9,54,37,12,26,62,0,medium,low,0.0058
77304,450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,30.2829238,-95.4686068,"$21,156",100,99,100,100,100,100,100,96,100,100,7,63,30,11,24,65,1,medium,medium,0.0047
34474,100062,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,29.175086,-82.138402,"$21,268",94,95,95,97,98,94,94,91,100,94,6,71,23,10,24,66,1,medium,medium,0.0045
55057,240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,44.4733638,-93.1911469,"$14,526",100,100,99,94,99,99,96,71,97,90,1,79,20,4,17,79,1,medium,low,0.0065
73159,370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,,,"$23,803",100,99,98,100,90,96,N/A,N/A,N/A,93,4,81,15,6,16,78,1,medium,medium,0.0041
56501,240101,ESSENTIA HEALTH ST MARYS,1027 WASHINGTON AVE,46.8148042,-95.8453452,"$13,830",93,100,97,98,98,100,92,90,100,88,4,71,25,4,21,75,1,medium,low,0.0069
32164,100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,27.6648274,-81.5157535,"$18,753",100,88,99,100,99,99,100,95,100,93,7,66,27,10,25,65,1,medium,low,0.0052
75218,450678,DOCTORS HOSPITAL,9440 POPPY DR,32.8347825,-96.7050674,"$20,510",99,99,98,96,98,100,98,100,100,97,7,70,23,9,24,67,1,medium,medium,0.0048
14020,330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,43.0053871,-78.1767499,"$14,970",97,100,95,96,99,96,91,86,99,97,7,50,43,12,35,53,1,medium,low,0.0064
36426,10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,,,"$13,152",79,83,99,94,100,100,95,100,100,99,5,69,26,8,21,71,0,low,low,0.0072
36420,10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,31.2940836,-86.5005587,"$14,782",100,98,99,100,100,100,96,100,100,99,8,64,28,8,28,64,1,medium,low,0.0067
33613,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,28.071108,-82.423423,"$22,261",98,97,98,98,97,96,98,99,99,98,8,66,26,11,27,62,0,medium,medium,0.0044
18235,390194,GNADEN HUETTEN MEMORIAL HOSPITAL,211 NORTH 12TH STREET,,,"$16,157",92,100,95,97,96,100,97,83,99,89,10,60,30,11,28,61,1,medium,low,0.0059
38732,250093,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,33.7472787,-90.7106937,"$16,368",100,100,100,100,100,100,100,100,100,100,10,57,33,13,24,63,1,medium,low,0.0061
83501,130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,46.4166818,-117.0244103,"$20,591",92,91,98,96,98,97,81,100,100,90,4,73,23,6,24,70,1,medium,medium,0.0046
71446,190297,DOCTORS HOSPITAL AT DEER CREEK LLC,815 SOUTH 10TH STREET,,,"$17,253",N/A,N/A,83,67,100,68,83,N/A,N/A,54,3,91,6,5,6,89,0,medium,low,0.0044
71446,190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,31.1381397,-93.2688931,"$15,269",98,100,100,100,99,100,100,95,99,100,7,61,32,10,27,63,0,medium,low,0.0065
71449,190218,SABINE MEDICAL CENTER,240 HIGHLAND DRIVE,31.5605009,-93.4714532,"$14,839",N/A,N/A,N/A,N/A,N/A,N/A,88,60,43,50,8,62,30,8,23,69,0,medium,low,0.0041
39466,250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,30.5503344,-89.6648866,"$14,262",N/A,N/A,81,100,97,100,96,100,95,96,7,67,26,11,14,75,1,medium,low,0.0067
33614,100069,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,28.0135275,-82.5039222,"$23,506",97,99,99,96,99,99,99,87,100,100,7,72,21,8,21,71,1,medium,medium,0.0041
42240,180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,36.8616281,-87.495368,"$17,747",92,99,96,96,99,97,96,98,97,85,9,55,36,14,27,59,1,medium,low,0.0054
20016,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,38.9365688,-77.1086041,"$17,832",96,95,96,95,97,98,100,100,100,98,4,70,26,9,30,61,3,medium,low,0.0055
10003,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,40.7334639,-73.9827895,"$18,143",97,96,96,98,100,99,94,100,100,98,9,59,32,12,33,55,2,medium,low,0.0054
10003,330100,NY EYE AND EAR INFIRMARY,310 EAST 14TH STREET,40.7318919,-73.9845859,"$12,836",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,77,19,6,21,73,2,low,low,0.0016
70458,190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,30.287486,-89.769964,"$18,521",100,99,99,99,99,100,99,89,100,99,6,72,22,10,22,68,1,medium,low,0.0053
70458,190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,30.273633,-89.755468,"$19,566",100,97,90,100,98,92,N/A,N/A,N/A,95,1,90,9,2,8,90,1,medium,medium,0.0049
89406,290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,39.4763767,-118.7660013,"$13,695",96,88,100,95,100,100,100,97,100,97,4,73,23,5,17,78,1,medium,low,0.0071
28801,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,,,"$21,182",100,100,99,99,100,99,97,99,100,96,2,84,14,4,18,78,0,medium,medium,0.0047
48858,230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,43.599554,-84.7612597,"$16,863",97,94,99,99,99,99,96,98,99,99,4,64,32,8,25,67,0,medium,low,0.0058
46350,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,40.2671941,-86.1349019,"$18,205",96,100,98,99,100,99,96,100,100,94,6,63,31,10,24,66,1,medium,low,0.0054
97401,380033,SACRED HEART UNIVERSITY DISTRICT,1255 HILYARD STREET,,,"$14,155",N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,98,5,64,31,7,26,67,0,medium,low,0.007
29325,420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,,,"$18,420",N/A,N/A,97,97,96,98,92,87,98,92,9,57,34,13,29,58,0,medium,low,0.0051
78404,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,27.7779881,-97.3946732,"$21,501",93,96,97,93,90,89,87,98,96,83,7,71,22,11,21,68,0,medium,medium,0.0043
72160,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,34.5176666,-91.5587031,"$13,479",94,100,100,N/A,100,N/A,92,100,98,90,8,56,36,14,25,61,1,medium,low,0.0072
77845,670088,SCOTT & WHITE HOSPITAL- COLLEGE STATION,700 SCOTT & WHITE DRIVE,30.583035,-96.2794223,"$17,365",94,97,95,100,100,95,N/A,N/A,100,84,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,medium,low,0.0055
35570,10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,41.2721738,-95.9772311,"$11,784",97,97,100,N/A,N/A,N/A,98,100,100,95,3,80,17,4,14,82,0,low,low,0.0083
85209,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,,,"$21,922",99,96,97,95,99,93,94,88,99,97,10,64,26,13,23,64,1,medium,medium,0.0044
85202,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,33.3899773,-111.8769137,"$20,305",100,99,98,97,99,99,99,97,100,98,4,74,22,7,22,71,1,medium,medium,0.0049
85206,30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,33.4113016,-111.6859976,"$21,057",100,100,99,98,97,100,N/A,98,100,94,3,82,15,5,16,79,1,medium,medium,0.0047
85206,30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,33.380473,-111.73464,"$21,573",100,100,100,100,100,100,N/A,N/A,N/A,100,3,89,8,4,10,86,1,medium,medium,0.0046
85206,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,33.4113416,-111.689635,"$18,445",99,98,97,96,99,99,99,96,100,95,4,75,21,7,22,71,1,medium,low,0.0053
33137,100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,,,"$14,250",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,14,62,24,11,23,66,1,medium,low,0.0046
33136,100009,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,25.7882647,-80.2158116,"$22,800",95,91,94,98,97,97,100,84,100,83,7,73,20,11,20,69,0,medium,medium,0.0041
33136,100022,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,25.7919915,-80.2130825,"$21,456",96,97,98,96,99,97,99,93,100,92,9,65,26,13,26,61,0,medium,medium,0.0045
33134,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,25.743596,-80.2546521,"$18,507",99,99,99,100,100,100,99,100,100,99,11,64,25,13,26,61,1,medium,low,0.0054
75028,670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,33.0455798,-97.0681357,"$22,139",99,98,98,100,97,98,95,89,100,99,4,79,17,5,17,78,3,medium,medium,0.0044
38671,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,34.9692494,-89.9970902,"$19,921",100,100,98,98,97,96,99,100,100,97,6,70,24,9,23,68,1,medium,medium,0.0049
31793,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,31.4715818,-83.4913642,"$16,892",98,99,99,99,99,99,98,98,100,98,3,74,23,5,20,75,1,medium,low,0.0058
31792,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,,,"$19,293",99,99,100,98,100,98,97,100,100,86,4,78,18,6,19,75,0,medium,low,0.0051
68701,280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,42.033062,-97.4510801,"$19,617",98,100,99,100,100,100,98,97,98,95,4,65,31,7,23,70,1,medium,medium,0.005
87544,320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,35.8818742,-106.3190993,"$14,845",100,98,94,N/A,98,100,82,100,100,99,5,72,23,7,22,71,2,medium,low,0.0065
35960,10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,34.1615289,-85.6508729,"$11,912",N/A,N/A,N/A,N/A,N/A,N/A,92,N/A,94,99,3,74,23,5,19,76,1,low,low,0.008
39232,250138,RIVER OAKS HOSPITAL,1030 RIVER OAKS DRIVE,32.3254878,-90.1053084,"$19,971",100,99,100,100,100,100,100,100,100,98,5,73,22,7,21,72,1,medium,medium,0.005
35968,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,41.9294736,-88.7503647,"$15,746",100,100,100,100,100,100,90,100,100,100,5,64,31,6,23,71,1,medium,low,0.0063
16509,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,42.0739413,-80.0936753,"$13,489",N/A,N/A,96,100,99,97,91,98,99,100,7,69,24,8,23,69,1,medium,low,0.0072
29488,420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,32.923412,-80.6697981,"$18,321",97,100,100,100,100,100,98,100,100,98,8,59,33,9,24,67,0,medium,low,0.0054
55422,240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,45.0140329,-93.3217663,"$19,263",99,99,98,98,99,96,95,96,100,86,5,71,24,8,25,67,1,medium,low,0.005
55426,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,44.9296324,-93.3618623,"$18,609",99,99,98,100,99,97,94,97,100,95,4,74,22,8,22,70,1,medium,low,0.0053
80138,60114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,39.548811,-104.771193,"$22,557",98,97,99,96,100,93,98,89,99,95,4,78,18,7,17,76,2,medium,medium,0.0043
54449,520037,MINISTRY SAINT JOSEPHS HOSPITAL,611 ST JOSEPH AVE,44.6775909,-90.1781801,"$19,428",99,99,98,99,100,97,95,100,100,96,4,71,25,9,24,67,1,medium,low,0.0051
41101,180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,,,"$17,761",99,98,100,100,99,99,99,100,100,99,6,73,21,11,18,71,1,medium,low,0.0056
41101,180036,OUR LADY OF BELLEFONTE HOSPITAL,1000 SAINT CHRISTOPHER DRIVE,38.5069724,-82.6922177,"$17,171",100,98,100,97,97,99,93,83,100,95,2,80,18,5,18,77,1,medium,low,0.0056
94110,50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,37.7554053,-122.4046254,"$16,838",95,100,99,97,99,100,100,96,100,74,9,55,36,15,27,58,2,medium,low,0.0057
94110,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,37.747272,-122.4209951,"$16,803",83,96,96,94,95,92,98,93,100,67,10,63,27,12,29,59,2,medium,low,0.0054
44084,360245,GLENBEIGH,2863 STATE ROUTE 45,41.6725329,-80.859944,"$8,443",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,low,low,0.0118
97301,380051,SALEM HOSPITAL,"890 OAK STREET, SE",44.9326721,-123.034177,"$18,993",94,99,100,98,98,97,95,99,100,91,3,77,20,4,22,74,0,medium,low,0.0051
36853,10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,,,"$11,731",N/A,N/A,N/A,N/A,N/A,N/A,85,83,56,45,8,64,28,10,25,65,1,low,low,0.0057
44203,360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,,,"$17,197",100,98,97,97,96,89,97,97,100,97,5,67,28,9,23,68,1,medium,low,0.0056
68144,280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,41.232694,-96.135756,"$20,911",100,100,99,98,100,99,N/A,N/A,N/A,94,1,94,5,1,6,93,1,medium,medium,0.0047
90650,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,33.912552,-118.098456,"$25,129",N/A,N/A,N/A,N/A,85,65,93,91,97,88,12,53,35,16,28,56,1,medium,medium,0.0034
37814,440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,36.2147994,-83.3036881,"$16,496",100,98,96,96,99,99,95,96,96,100,12,65,23,16,23,61,1,medium,low,0.0059
37814,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,36.2139814,-83.2948922,"$18,418",98,98,100,100,100,100,99,100,100,94,5,69,26,8,24,68,1,medium,low,0.0054
27565,340127,GRANVILLE HEALTH SYSTEMS,COLLEGE ST BOX 947,,,"$16,856",94,95,95,98,98,97,93,95,99,92,6,61,33,10,29,61,1,medium,low,0.0057
61201,140280,TRINITY ROCK ISLAND,2701 17TH ST,41.4818948,-90.5711608,"$18,353",96,99,99,96,99,100,98,98,99,90,4,69,27,8,25,67,1,medium,low,0.0053
72076,40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,34.8724518,-92.1240429,"$20,228",93,64,N/A,N/A,N/A,N/A,94,N/A,100,49,14,56,30,14,27,59,1,medium,medium,0.004
36330,10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,31.3185651,-85.8547014,"$14,533",100,100,99,100,100,100,100,100,100,100,6,68,26,9,21,70,1,medium,low,0.0069
45840,360095,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,41.0180578,-83.6517999,"$18,503",100,100,100,100,99,100,97,100,100,100,1,74,25,3,21,76,1,medium,low,0.0054
70808,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,,,"$21,735",97,97,98,99,98,97,100,95,100,99,4,77,19,8,18,74,1,medium,medium,0.0045
70806,190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA STREET,30.4582829,-91.1403196,"$21,291",97,97,99,100,99,98,99,96,100,99,4,78,18,7,19,74,1,medium,medium,0.0046
30635,110026,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,34.113437,-82.8746922,"$15,112",N/A,N/A,N/A,N/A,N/A,N/A,95,84,98,91,3,65,32,8,32,60,0,medium,low,0.0061
37172,440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,36.4776036,-86.8856653,"$20,117",97,96,99,100,100,100,98,100,100,97,5,65,30,9,23,68,1,medium,medium,0.0049
76401,450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,32.2223795,-98.204048,"$18,729",100,100,98,100,99,99,94,100,98,99,2,81,17,5,18,77,1,medium,low,0.0053
30014,110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,33.6023813,-83.8480815,"$17,065",98,97,97,95,96,83,95,94,98,83,5,66,29,7,23,70,1,medium,low,0.0055
30012,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",33.6811528,-84.0015384,"$18,088",100,100,97,99,100,97,96,100,100,96,7,67,26,10,23,67,1,medium,low,0.0054
38358,440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,35.9125148,-88.7539096,"$18,694",N/A,N/A,N/A,100,100,100,100,N/A,100,99,0,79,21,2,15,83,1,medium,low,0.0053
38351,440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,35.6553098,-88.3988024,"$14,621",N/A,N/A,N/A,N/A,N/A,N/A,96,100,100,100,7,65,28,9,16,75,1,medium,low,0.0068
11576,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,40.8046675,-73.6705444,"$23,093",99,98,98,99,100,97,96,97,100,85,2,86,12,4,14,82,4,medium,medium,0.0042
11570,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,40.6889606,-73.6325864,"$21,054",100,97,97,97,100,100,99,100,100,97,6,67,27,10,25,65,3,medium,medium,0.0047
19380,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,39.9708521,-75.6016465,"$19,198",100,98,99,99,100,100,91,98,100,95,3,79,18,5,23,72,2,medium,low,0.0051
46122,150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,39.76255,-86.50165,"$17,755",96,98,99,99,99,99,95,92,100,97,2,85,13,3,13,84,1,medium,low,0.0055
46123,150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,39.7804717,-86.3408447,"$18,314",100,100,99,99,98,99,90,98,100,93,3,84,13,5,13,82,2,medium,low,0.0053
19963,80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,38.9069654,-75.432877,"$18,095",100,89,100,100,100,100,88,93,100,98,7,61,32,13,25,62,1,medium,low,0.0053
98837,500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,,,"$17,494",98,98,98,89,96,93,90,87,94,80,6,62,32,8,29,63,1,medium,low,0.0053
84003,460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,40.3803434,-111.7688278,"$16,957",98,98,99,100,99,100,99,94,100,97,3,78,19,6,20,74,2,medium,low,0.0058
94553,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,38.006546,-122.13312,"$13,442",50,60,98,86,99,86,94,72,100,57,8,64,28,11,28,61,2,medium,low,0.006
50401,160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,43.150633,-93.217178,"$17,727",98,98,99,98,99,92,95,92,99,93,3,69,28,6,25,69,1,medium,low,0.0054
92252,50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,34.1316697,-116.2751238,"$13,713",N/A,N/A,96,85,95,94,95,78,93,92,7,63,30,10,22,68,1,medium,low,0.0066
52803,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,41.5416972,-90.5565222,"$18,975",98,99,98,100,98,99,99,97,100,98,4,72,24,8,23,69,1,medium,low,0.0052
26554,510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,39.4824165,-80.1653076,"$17,469",99,99,100,100,98,100,98,93,100,97,8,55,37,14,30,56,1,medium,low,0.0056
32250,100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,30.2738402,-81.3982733,"$19,328",97,93,97,99,98,95,94,100,100,95,3,83,14,5,18,77,1,medium,low,0.005
60068,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,42.0389129,-87.8472854,"$22,286",100,99,99,100,100,100,96,99,100,93,3,80,17,5,17,78,2,medium,medium,0.0044
43311,360197,MARY RUTAN HOSPITAL,205 PALMER AVENUE,40.3701168,-83.7566054,"$16,294",100,100,97,100,100,99,100,100,100,99,1,69,30,3,18,79,1,medium,low,0.0061
67301,170010,MERCY HOSPITAL INDEPENDENCE,800 WEST MYRTLE STREET,37.2250185,-95.7169394,"$13,580",N/A,N/A,91,N/A,92,90,N/A,N/A,93,97,6,57,37,9,22,69,1,medium,low,0.0068
30342,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",33.9084036,-84.3545426,"$22,566",100,100,100,100,100,100,99,100,100,98,3,82,15,5,16,79,2,medium,medium,0.0044
30342,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,,,"$19,813",98,99,97,98,97,95,92,78,100,95,6,77,17,8,20,72,2,medium,medium,0.0048
89106,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,36.1635942,-115.1657832,"$23,698",99,99,97,97,96,95,95,89,100,95,9,62,29,12,26,62,0,medium,medium,0.0041
38570,440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,,,"$14,671",100,100,86,100,100,100,95,100,100,97,7,67,26,10,27,63,1,medium,low,0.0067
36106,10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,,,"$20,067",98,99,96,98,99,98,93,92,100,95,4,75,21,7,20,73,1,medium,medium,0.0048
36340,10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,42.3423053,-83.0379352,"$13,002",N/A,N/A,N/A,N/A,8,N/A,49,100,93,54,8,61,31,11,25,64,0,low,low,0.0047
76234,450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,33.2171081,-97.5944801,"$20,920",100,99,85,98,99,99,98,100,99,98,4,76,20,7,17,76,1,medium,medium,0.0047
44903,360118,MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL,335 GLESSNER AVENUE,40.7527731,-82.5287618,"$19,585",87,95,97,97,98,94,91,95,98,93,5,65,30,8,22,70,1,medium,medium,0.0048
80631,60001,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,40.4148236,-104.7090011,"$19,528",100,99,99,98,99,100,96,97,100,97,4,71,25,6,20,74,0,medium,medium,0.005
43302,360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,40.5709816,-83.1297167,"$16,353",99,98,100,100,100,99,99,98,100,98,5,64,31,8,25,67,0,medium,low,0.0061
19026,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,39.9554321,-75.281811,"$20,513",94,98,99,100,100,99,96,98,100,99,8,64,28,11,25,64,2,medium,medium,0.0048
19020,390322,BUCKS COUNTY SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,40.1129274,-74.962851,"$17,996",100,100,100,100,100,100,N/A,N/A,N/A,94,3,88,9,3,11,86,1,medium,low,0.0055
19023,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,,,"$18,715",91,92,100,98,99,100,99,100,100,96,9,56,35,13,31,56,1,medium,low,0.0052
64012,260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,38.8152779,-94.5029892,"$17,454",100,100,100,99,100,100,96,96,100,100,7,66,27,8,24,68,1,medium,low,0.0057
64014,260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,39.0256292,-94.2639167,"$17,137",100,100,99,100,100,99,98,82,100,98,5,71,24,5,20,75,1,medium,low,0.0057
10567,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,41.2924471,-73.8930988,"$20,286",99,95,100,100,99,100,99,100,100,98,3,74,23,5,22,73,3,medium,medium,0.0049
53098,520116,UW HEALTH PARTNERS  WATERTOWN REGIONAL MED CTR,125 HOSPITAL DRIVE,43.2000915,-88.6965131,"$18,341",90,97,97,99,99,95,98,90,100,98,5,65,30,6,22,72,1,medium,low,0.0053
53081,520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,43.7618811,-87.7466442,"$18,801",94,99,98,92,100,97,97,100,91,94,3,71,26,6,26,68,1,medium,low,0.0051
53083,520035,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,2629 N 7TH ST,43.7732104,-87.7100262,"$16,671",99,100,99,99,100,100,100,100,100,97,3,70,27,8,23,69,1,medium,low,0.006
42167,180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,36.7001139,-85.6785291,"$10,677",N/A,N/A,N/A,N/A,N/A,N/A,95,88,100,95,3,68,29,10,21,69,0,low,low,0.0089
95431,50547,SONOMA DEVELOPMENTAL CENTER,P O BOX 1493,38.3485501,-122.5177066,"$9,872",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,low,low,#DIV/0!
70445,190250,LOUISIANA  HEART HOSPITAL,64030 HIGHWAY 434,30.356933,-89.917259,"$19,958",93,100,92,99,98,94,83,96,100,90,3,85,12,4,14,82,1,medium,medium,0.0047
53546,520208,ST MARYS JANESVILLE HOSPITAL,3400 EAST RACINE STREET,42.6689906,-88.9773898,"$17,294",91,96,96,98,98,94,98,90,100,99,2,86,12,4,14,82,1,medium,low,0.0056
53548,520066,MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,,,"$16,986",96,97,98,99,98,99,99,97,99,95,3,68,29,6,25,69,1,medium,low,0.0058
